approach,D,W,F,profile,p_read,p_write,p_mkdir,p_ls,p_mv,p_find,dist,zipf_s,locality,ops,repeats,avg_latency_us,p99_latency_us,throughput_ops_sec,memory_bytes,avg_latency_us_std,p99_latency_us_std,throughput_ops_sec_std,memory_bytes_std
case_b,15,100,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,27.0903,931.857,40988,717517,8.74405,63.2513,15509.8,74015.5
case_b,15,300,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,0.790109,11.3286,1.28975e+06,1593137,0.218961,1.86164,254878,6318.06
case_b,15,300,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,76.7822,2453.1,13176.3,1544505,8.75249,21.8191,1608.24,2783.35
case_b,15,300,0.3,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,63.4416,2357.33,16999.6,1546804,18.077,59.9439,5215.31,2696.75
case_b,15,300,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,1.09419,18.2429,925464,1625346,0.223247,3.80607,174434,6536.43
case_b,15,300,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,79.1776,2535.24,12823.7,1577900,10.178,40.1279,1813.25,3069.42
case_b,15,300,0.6,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,67.6221,2489.13,15800.7,1580699,17.9779,48.3131,4528.04,2632.22
case_b,15,300,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,uniform,1.5,0,5000,7,4.42872,86.2,228942,1653181,0.658127,13.4969,33812.1,7042.37
case_b,15,300,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,1.5,0.3,5000,7,83.2918,2636.17,12171.1,1611125,10.9334,43.3967,1503.22,2624.95
case_b,15,300,0.95,repo_server,0.6,0.2,0.05,0.05,0.03,0.07,zipf,2,0.8,5000,7,73.876,2558.1,14344.2,1609346,17.9406,36.7836,3969.41,1712.89
case_b,2,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.500426,7.5,1.93312e+06,182837,0.0546345,1.51107,200847,2274.44
case_b,2,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,5.35524,138.543,188182,172498,0.654509,12.2451,21203.5,2275.27
case_b,2,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,4.94517,130.914,203732,173733,0.611852,12.1067,23405.3,1847.03
case_b,2,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.532897,8.27143,1.81517e+06,183708,0.0493386,1.52394,168743,1654.3
case_b,2,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,5.55331,137.443,181167,172729,0.611895,9.66089,19150,2212.5
case_b,2,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.29746,137.571,191088,173728,0.744416,8.17184,25851.7,1836.25
case_b,2,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.607063,9.22857,1.61384e+06,185703,0.0864487,1.77174,213707,2944.78
case_b,2,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,5.87314,137.471,171475,172932,0.650865,11.1709,19555.8,2259.62
case_b,2,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.22159,135.257,194632,173823,0.876513,8.08432,27560.7,1829.7
case_b,2,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.428786,5.4,2.23858e+06,184104,0.0446149,0.503322,230571,2416.62
case_b,2,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.42615,156.8,156405,175999,0.651567,11.991,15421.4,1937.49
case_b,2,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.09625,155.314,165985,176960,0.859323,10.0222,21191.6,1776.84
case_b,2,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.497631,6.65714,1.94072e+06,186297,0.0494626,0.69966,186337,2417.36
case_b,2,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.60334,154.386,151831,176419,0.568136,12.0618,12260.4,1918.54
case_b,2,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.38107,151.486,157942,176999,0.802336,9.34442,18384.7,1712.3
case_b,2,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.652049,10.2857,1.49324e+06,189904,0.0557003,1.34837,132340,3656.4
case_b,2,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,7.10701,159.8,141113,176980,0.603269,13.902,11567.5,1904.38
case_b,2,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.73775,155.157,151221,177525,1.16195,15.5985,22466.6,1905.37
case_b,2,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.357071,3.58571,2.68717e+06,197991,0.0626324,0.380476,364310,3650.12
case_b,2,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.1739,216.629,98577.7,190776,0.800431,10.4102,7469.19,3962.03
case_b,2,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.1831,217.114,101485,190935,2.15553,15.2375,19461.8,3676.03
case_b,2,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.445777,4.87143,2.19878e+06,200248,0.0866801,0.590803,385585,3683.29
case_b,2,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.6409,218.729,94156.2,191932,0.749843,6.79086,6216.41,3834.23
case_b,2,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.4959,214.271,99533.3,191878,2.52082,9.80114,21811,3642.14
case_b,2,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.749006,11.5286,1.30611e+06,205420,0.0685954,1.78579,117347,3995.12
case_b,2,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,11.5156,225.657,86976.9,192990,0.753178,10.87,5430.97,3805.69
case_b,2,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.9357,225.229,95275.6,192814,2.573,17.9926,20142.5,3410.95
case_b,2,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.299949,2.62857,3.18862e+06,231346,0.0558393,0.197605,550880,2143.96
case_b,2,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,21.2328,405.443,47145.6,225167,1.05614,15.5558,2291,1780.34
case_b,2,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,20.7099,396.014,50273.4,226258,4.65123,14.7721,10619.1,1791.29
case_b,2,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.40154,3.65714,2.49175e+06,235429,0.128291,0.340867,492069,1957.82
case_b,2,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,22.1708,414.3,45170.9,228600,1.21993,12.8005,2371.7,1673.44
case_b,2,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,21.0809,410.186,49083.1,229570,4.43699,11.8552,9460.22,1812.49
case_b,2,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.911137,12.3429,1.11606e+06,243317,0.19556,1.93292,248769,2178.98
case_b,2,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,24.0442,439.614,41681.1,232677,1.46463,32.0569,2467.65,1747.21
case_b,2,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,22.3996,430.114,45973.3,233495,4.33053,7.99926,8366.13,1820.07
case_b,5,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.590897,8.48571,1.65262e+06,188777,0.0741434,0.835521,202322,2732.8
case_b,5,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.42642,148.9,156212,176304,0.60788,6.81567,14041,2181.88
case_b,5,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.41782,146.2,185392,178553,0.571449,7.44267,17275.7,1459.35
case_b,5,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.637723,9.41429,1.53421e+06,189399,0.080187,1.14518,183688,2677.09
case_b,5,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,6.58571,148.4,152180,176770,0.542062,11.2325,12018,2092.89
case_b,5,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,5.58518,142,180150,179041,0.638402,8.70862,18514.9,1496.98
case_b,5,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.782357,13.1857,1.26676e+06,191629,0.122474,2.82455,182472,2764.51
case_b,5,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,7.39015,147.786,135945,177671,0.690998,8.28079,12876.1,2362.76
case_b,5,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.5396,149.5,155146,178774,0.948135,8.57302,22287,2114.77
case_b,5,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.688083,9.82857,1.54593e+06,197569,0.248814,2.95054,466062,2470.95
case_b,5,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,9.16887,198.029,109267,186260,0.642745,9.05036,7650.44,1981.29
case_b,5,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,8.41271,199.314,120717,187210,1.26651,12.8621,16854.5,1657.13
case_b,5,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.670346,10.0143,1.46525e+06,199589,0.0879645,0.970272,195156,2789.88
case_b,5,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,9.69538,203.729,103240,187371,0.604334,9.64568,6199.65,2036.28
case_b,5,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,9.57712,200.457,106666,188214,1.62975,9.95119,17273.7,1870.7
case_b,5,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.03156,18.3857,955480,203894,0.093127,4.63301,91568,4290.27
case_b,5,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.6704,208.414,93635.5,188839,0.404102,8.53648,3457.25,1851.78
case_b,5,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,9.96643,200.014,103292,189285,2.04276,8.31654,18361.9,1873.54
case_b,5,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.467086,6.95714,2.08222e+06,236501,0.0731076,1.00475,281105,1993.26
case_b,5,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,19.5955,368.114,51222.4,225170,1.51476,14.386,3758.29,1885.9
case_b,5,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,19.4403,357.071,52760.7,225859,3.44344,16.4931,9199.95,1810.11
case_b,5,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.619369,9.52857,1.63527e+06,239012,0.17857,1.60905,323319,2263.13
case_b,5,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,20.4385,374.843,49016.9,227210,1.18925,10.5328,2846.59,1962.84
case_b,5,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,20.1168,365.329,50970.5,227859,3.43683,11.1569,9081.65,1904.85
case_b,5,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.37962,30.0286,717336,244740,0.106149,7.06581,55788.1,3020.81
case_b,5,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,22.773,379.343,44107.8,230626,1.82112,10.2127,3493.2,2052.25
case_b,5,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,20.9917,374.114,49002.7,231145,3.86684,11.1926,9037.04,1842.5
case_b,5,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.45318,5.92857,2.15833e+06,483843,0.0863722,0.512231,343221,1479.81
case_b,5,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,48.0931,838.157,20803,471567,1.61152,24.0361,691.674,2837.07
case_b,5,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,47.7509,853.657,21770.6,471717,10.2051,54.0834,4638.81,2375.66
case_b,5,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.607566,9.35714,1.63662e+06,492148,0.13435,0.899735,273407,1495.63
case_b,5,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,15402.6,1161.31,14571,478895,40574.3,728.772,7840.18,2690.21
case_b,5,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,47.4683,839.971,21782.1,479580,9.26392,19.5102,4380.7,2696.07
case_b,5,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.21299,44.2,466773,507293,0.471908,6.17063,108815,1465.32
case_b,5,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,55.9238,924.043,17950.8,495131,4.02921,56.9775,1240.81,2167.86
case_b,5,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,48.748,877.286,21227.3,495280,9.46663,11.5067,4388.12,1455.12
case_b,10,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.818726,13.4429,1.21172e+06,203144,0.120984,3.93186,182465,3548.13
case_b,10,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,8.08003,171.371,124682,184541,0.907418,10.1823,13107.6,2396.97
case_b,10,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,6.59043,165.286,153769,187399,1.0117,7.80991,19443.7,1226.42
case_b,10,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.970691,17.4857,1.04678e+06,203955,0.223433,2.09716,208541,3927.18
case_b,10,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,8.65478,174.157,115925,185427,0.711496,11.8479,9552.48,2189.46
case_b,10,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,7.1429,166.471,141265,188005,0.877272,12.8501,16173,1696.16
case_b,10,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.22467,30.8,807054,204922,0.0978897,4.2269,67588.7,2415.68
case_b,10,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.0552,176.529,99792.9,186969,0.788988,5.10448,8335.5,2097.2
case_b,10,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,8.23317,169.186,123301,190153,1.20184,11.4472,17463.5,2586.47
case_b,10,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.761209,12.8286,1.29474e+06,231667,0.10595,2.06778,147677,2497.05
case_b,10,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,13.4045,270.2,74935.9,213480,1.11582,11.6467,6361.29,2210.33
case_b,10,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,12.293,262.129,83021.5,214460,2.06975,11.1785,12691.8,1692.51
case_b,10,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.00349,19.0286,987132,234244,0.12955,5.01521,108063,2810.85
case_b,10,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,14.0646,274.686,71378.1,215275,1.11639,12.6076,5716.35,2107.79
case_b,10,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,13.818,263.157,74240.4,215706,2.47987,15.6922,13099.4,1812.72
case_b,10,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.83878,47.9,549346,236509,0.263696,22.7593,97371.9,3670.05
case_b,10,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,16.6574,277.957,60152.7,217751,1.01286,11.0618,3800.1,2131.14
case_b,10,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,15.4045,273.1,66719.6,218931,3.07551,13.4571,11256.9,2296.27
case_b,10,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.72092,13.1286,1.36461e+06,469428,0.0948247,1.11013,164690,2665.42
case_b,10,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,34.2724,610.129,29404.4,449964,3.35034,13.4993,2937.77,1834.94
case_b,10,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,34.6498,603.414,29812.1,450719,6.47204,30.076,6141.42,1631.92
case_b,10,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.0456,20.1714,950638,474085,0.152619,3.95715,112921,2051.36
case_b,10,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,37.0278,625.957,27153.9,454635,3.09626,18.5903,2284.48,1727.22
case_b,10,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,36.3154,611.971,28513.6,455158,7.10733,9.37829,5994.81,1434.87
case_b,10,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,3.08087,79.7143,326252,478606,0.37337,23.0355,38786.5,3144.43
case_b,10,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,41.6217,639,24249.5,459254,4.43808,12.9773,2593.93,2354.75
case_b,10,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,37.5596,629.9,28151.8,459506,9.06576,7.19305,7568.93,1603.04
case_b,10,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,0.778043,14.0429,1.2718e+06,1027290,0.124573,1.39506,157538,2561.73
case_b,10,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,97.6702,1618.99,10279.6,1006938,6.83623,70.5531,725.373,2797.14
case_b,10,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,97.6975,1563.31,10508.4,1006529,18.1698,14.8353,1766.67,2444.69
case_b,10,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.18629,21.7429,845391,1051419,0.196974,2.56441,128323,2845.93
case_b,10,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,104.052,1679.43,9641.27,1030563,6.55864,30.5395,607.754,2471.93
case_b,10,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,103.905,1667.89,9946.53,1030633,20.8811,93.2801,1950,2632.19
case_b,10,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,5.08788,109.557,199690,1075643,0.818587,19.4996,29406.1,2747.92
case_b,10,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,107.713,1718.47,9326.54,1057222,8.10254,22.852,694.383,1544.44
case_b,10,300,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,110.62,1699.16,9183.33,1056299,16.0966,18.3515,1177.95,2222.6
case_b,15,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.02523,17.7714,971663,220618,0.145705,2.63863,142127,2782.19
case_b,15,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,9.72471,199.014,103236,195550,0.855045,8.30631,8501.6,2312.25
case_b,15,10,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,7.93989,188.729,127733,198117,1.20137,10.1395,16705.7,976.348
case_b,15,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.2568,24.6571,792476,222626,0.165854,5.22968,93446.5,3690.1
case_b,15,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,10.5889,201.229,94774.6,196726,0.857101,7.17907,7695.79,2104.54
case_b,15,10,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,8.92725,193,113480,199774,1.26125,11.5352,14447.2,1777.12
case_b,15,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.84407,61.0857,537551,223449,0.108081,5.26226,32319.3,3371.93
case_b,15,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,13.0111,209.914,77312.4,199079,1.20833,12.4038,7392.99,2434.6
case_b,15,10,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,10.3544,196.871,98686.5,201619,1.80846,14.5432,15715.6,3585.79
case_b,15,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.02272,18.5,972110,271875,0.140752,4.06038,127853,3555.59
case_b,15,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,18.0126,351.043,55771.8,245882,1.47729,9.12594,4608,2193.5
case_b,15,30,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,16.3216,336.943,62442.3,246990,2.5937,14.0538,9302.38,2197.85
case_b,15,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.42522,30.0286,703118,274542,0.220803,11.685,92895.7,3419.64
case_b,15,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,19.1251,359.186,52472.7,248563,1.42854,12.0839,3856.76,1888.54
case_b,15,30,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,19.1954,353.543,53411.2,248699,3.34029,23.3354,9328.38,2012.12
case_b,15,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,2.97044,100.229,337001,277960,0.294905,32.2893,33628,6115.59
case_b,15,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,23.2535,362.8,43081.9,252374,1.30905,14.6154,2476.2,2217.69
case_b,15,30,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,21.9926,355.114,47008.4,253626,4.64963,17.5939,8982.7,3234.2
case_b,15,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.06893,19.0286,927348,585933,0.134512,2.82531,109091,2310.75
case_b,15,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,49.0152,884.029,20604.3,558924,5.36193,12.9178,2261.4,2395.9
case_b,15,100,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,49.6419,854.071,20737.1,559991,8.80792,18.1453,4009.22,1923.85
case_b,15,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.55959,30.5429,646801,594904,0.270895,6.37308,100368,1866.63
case_b,15,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,54.6866,894.414,18410.6,567693,4.94117,8.43315,1708.76,1917.24
case_b,15,100,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,52.1157,878.214,20004.3,568336,11.1769,16.6617,4548.21,1622.49
case_b,15,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,4.97313,117.671,202237,600384,0.576958,46.0595,20745.5,3080.81
case_b,15,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,61.796,927.243,16404.7,575495,7.78947,13.0922,2117.91,2266.78
case_b,15,100,0.95,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,53.0991,900.557,20139.2,575378,13.9832,10.3158,5906.59,1205.43
case_b,15,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.12645,21.4286,893192,1548828,0.224426,2.75301,133125,3161.05
case_b,15,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,150.314,2547.7,6713.49,1518870,15.1137,318.843,717.297,3511.37
case_b,15,300,0.3,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,146.945,2326.49,7115.54,1517256,33.4927,26.668,1606.66,2859.35
case_b,15,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,uniform,1.5,0,5000,7,1.78534,35.7714,563991,1582154,0.274474,4.25821,81316.4,3526.94
case_b,15,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,1.5,0.3,5000,7,154.777,2483.27,6512.41,1552487,15.0651,32.843,630.321,3229.99
case_b,15,300,0.6,backup,0.55,0.05,0.05,0.2,0.02,0.13,zipf,2,0.8,5000,7,155.108,2446.56,6743.42,1551604,36.0316,15.5338,1513.09,2492.53
